timestamp,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,satellites_used,battery_remaining,gps_lat_variance,gps_lon_variance,gps_window_filled
1783662748.0006921,33.244614,-71.87498,-49.995552,2.793139,-4.182904,-0.009604066,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662748.1007273,33.53099,-72.30924,-49.99729,2.7911503,-4.1807346,-0.008690789,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662748.200567,33.795055,-72.70955,-49.99876,2.7891858,-4.1790166,-0.0073271585,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662748.3007078,34.080505,-73.14338,-49.999924,2.786451,-4.177972,-0.0059017576,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662748.400702,34.34386,-73.543976,-50.00072,2.7842636,-4.1776414,-0.0045379135,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662748.500785,34.629112,-73.97811,-50.001278,2.782498,-4.178026,-0.0032251715,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662748.6007907,34.892727,-74.37879,-50.002068,2.7814775,-4.178729,-0.0027304455,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662748.7005713,35.179173,-74.81272,-50.003242,2.781138,-4.179422,-0.0019294192,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662748.8004777,35.44449,-75.21286,-50.004288,2.7817504,-4.1796875,-0.0008123572,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662748.9006436,35.732475,-75.645805,-50.004906,2.780471,-4.1774073,0.0024938912,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662749.0004408,35.99765,-76.04446,-50.004963,2.768963,-4.1623764,0.004035836,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662749.1004565,36.28294,-76.472786,-50.0046,2.740313,-4.118202,0.000734731,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662749.2004864,36.542934,-76.861176,-50.0042,2.7017102,-4.041645,-0.0063084736,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662749.3004682,36.8194,-77.26931,-50.004353,2.6506066,-3.9117863,-0.0182418,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662749.4009087,37.06905,-77.629524,-50.005146,2.5975306,-3.7451525,-0.031440426,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662749.5006554,37.332516,-77.99675,-50.007458,2.5355875,-3.51347,-0.046778746,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662749.6005514,37.569122,-78.30905,-50.011032,2.4752674,-3.2539783,-0.053340312,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662749.7005286,37.8176,-78.61384,-50.0153,2.4071887,-2.9327805,-0.04479601,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662749.8006022,38.038906,-78.86106,-50.018272,2.3419647,-2.6119587,-0.031082,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662749.9004898,38.269802,-79.08996,-50.020065,2.2684019,-2.249253,-0.016534502,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662750.000477,38.47538,-79.26509,-50.02081,2.1990175,-1.9086632,-0.005704335,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662750.100366,38.689472,-79.41626,-50.020542,2.1230967,-1.5401094,0.0023472763,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662750.2005587,38.879032,-79.52141,-50.01974,2.053604,-1.2044573,0.006663355,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662750.300495,39.076107,-79.6008,-50.018612,1.9778242,-0.84913945,0.008157286,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662750.400724,39.2503,-79.64298,-50.01795,1.9073719,-0.52990496,0.0077506737,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662750.5004618,39.430878,-79.65639,-50.017673,1.8299731,-0.19403614,0.0060271597,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662750.6004386,39.5899,-79.63995,-50.017895,1.7576057,0.10712833,0.0049189357,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662750.7006717,39.753975,-79.59259,-50.017902,1.6774837,0.42287806,0.005671601,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662750.8006546,39.897633,-79.52285,-50.017353,1.6009645,0.7040244,0.0065214485,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662750.9005535,40.04502,-79.420425,-50.016094,1.5152595,0.99658346,0.0064143566,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662751.000506,40.173283,-79.30114,-50.01452,1.4333488,1.2572207,0.004431258,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662751.1004312,40.303608,-79.146576,-50.013218,1.3418813,1.5294662,0.0006817961,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662751.2005913,40.415737,-78.98121,-50.01278,1.2549999,1.773043,-0.0035063627,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662751.3005254,40.52851,-78.777855,-50.01266,1.1579078,2.0304906,-0.0080144005,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662751.4005177,40.624454,-78.56825,-50.01316,1.0654037,2.263855,-0.012413141,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662751.5005617,40.718388,-78.316795,-50.01357,0.960429,2.514679,-0.01610595,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662751.6005127,40.795586,-78.06289,-50.014256,0.85866344,2.744501,-0.019332206,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662751.700526,40.868843,-77.765076,-50.01581,0.7424256,2.9924061,-0.023016581,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662751.800662,40.92648,-77.46892,-50.01764,0.62995607,3.2207851,-0.02563442,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662751.9007359,40.977383,-77.124756,-50.020454,0.503026,3.4676893,-0.024268674,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662752.0006928,41.013203,-76.78542,-50.02346,0.38264993,3.6946855,-0.023121702,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662752.1005368,41.03932,-76.39402,-50.02723,0.25300893,3.9365065,-0.012348802,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662752.2007966,41.05174,-76.01135,-50.0299,0.13563867,4.1509647,0.005447032,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662752.300508,41.052563,-75.574684,-50.031178,0.012594804,4.364372,0.025042454,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662752.400529,41.042656,-75.15362,-50.03002,-0.09263095,4.5369215,0.04040034,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662752.5005126,41.022083,-74.68143,-50.026688,-0.18650678,4.693621,0.050598558,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662752.6005733,40.997402,-74.23416,-50.02287,-0.24324173,4.8082533,0.052057587,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662752.7005627,40.969086,-73.741486,-50.01937,-0.26373357,4.8977895,0.04615058,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662752.8004658,40.945477,-73.28211,-50.017563,-0.24192907,4.9476643,0.039386332,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662752.9005785,40.927303,-72.782455,-50.016678,-0.18030879,4.9660864,0.037544116,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
